"","county","Tract","FIPS","County","Bay Area"
"1373","085",87227,"06085512505",101173,87000
"1374","085",56596,"06085512506",101173,87000
"1375","085",77727,"06085512508",101173,87000
"1376","085",81328,"06085512509",101173,87000
"1377","085",85225,"06085512510",101173,87000
"1378","085",85750,"06085512602",101173,87000
"1379","085",44455,"06085512603",101173,87000
"1380","085",37234,"06085512604",101173,87000
"1381","085",35287,"06085513000",101173,87000
"1382","085",101111,"06085513500",101173,87000
"1383","095",65668,"06095250103",69227,87000
"1384","095",81389,"06095250104",69227,87000
"1385","095",87950,"06095250105",69227,87000
"1386","095",149479,"06095250106",69227,87000
"1387","095",47941,"06095250200",69227,87000
"1388","095",48913,"06095250300",69227,87000
"1389","095",45705,"06095250400",69227,87000
"1390","095",56250,"06095250501",69227,87000
"1391","095",62733,"06095250502",69227,87000
"1392","095",61029,"06095250601",69227,87000
"1393","095",84734,"06095250604",69227,87000
"1394","095",88188,"06095250605",69227,87000
"1395","095",40500,"06095250701",69227,87000
"1396","095",52054,"06095250801",69227,87000
"1397","095",20039,"06095250900",69227,87000
"1398","095",47841,"06095251000",69227,87000
"1399","095",45072,"06095251100",69227,87000
"1400","095",42794,"06095251200",69227,87000
"1401","095",74063,"06095251300",69227,87000
"1402","095",61583,"06095251400",69227,87000
"1403","095",36193,"06095251500",69227,87000
"1404","095",31161,"06095251600",69227,87000
"1405","095",40476,"06095251701",69227,87000
"1406","095",70575,"06095251702",69227,87000
"1407","095",17601,"06095251802",69227,87000
"1408","095",71611,"06095251803",69227,87000
"1409","095",73587,"06095251804",69227,87000
"1410","095",41830,"06095251901",69227,87000
"1411","095",56233,"06095251902",69227,87000
"1412","095",79539,"06095251903",69227,87000
"1413","095",62361,"06095252000",69227,87000
"1414","095",64661,"06095252102",69227,87000
"1415","095",71214,"06095252103",69227,87000
"1416","095",140405,"06095252104",69227,87000
"1417","095",89310,"06095252105",69227,87000
"1418","095",93936,"06095252106",69227,87000
"1419","095",84239,"06095252107",69227,87000
"1420","095",75662,"06095252108",69227,87000
"1421","095",118150,"06095252201",69227,87000
"1422","095",102083,"06095252202",69227,87000
"1423","095",98056,"06095252305",69227,87000
"1424","095",88162,"06095252306",69227,87000
"1425","095",115221,"06095252310",69227,87000
"1426","095",109821,"06095252311",69227,87000
"1427","095",65495,"06095252312",69227,87000
"1428","095",86595,"06095252313",69227,87000
"1429","095",65288,"06095252314",69227,87000
"1430","095",96532,"06095252315",69227,87000
"1431","095",85833,"06095252316",69227,87000
"1432","095",112149,"06095252317",69227,87000
"1433","095",57361,"06095252401",69227,87000
"1434","095",47298,"06095252402",69227,87000
"1435","095",40033,"06095252501",69227,87000
"1436","095",35200,"06095252502",69227,87000
"1437","095",34909,"06095252604",69227,87000
"1438","095",36750,"06095252605",69227,87000
"1439","095",43304,"06095252606",69227,87000
"1440","095",34787,"06095252607",69227,87000
"1441","095",49722,"06095252608",69227,87000
"1442","095",65179,"06095252610",69227,87000
"1443","095",41563,"06095252611",69227,87000
"1444","095",73776,"06095252702",69227,87000
"1445","095",66944,"06095252703",69227,87000
"1446","095",57992,"06095252704",69227,87000
"1447","095",73987,"06095252705",69227,87000
"1448","095",86654,"06095252706",69227,87000
"1449","095",48299,"06095252707",69227,87000
"1450","095",55682,"06095252801",69227,87000
"1451","095",55000,"06095252802",69227,87000
"1452","095",108625,"06095252903",69227,87000
"1453","095",95580,"06095252904",69227,87000
"1454","095",72839,"06095252908",69227,87000
"1455","095",92188,"06095252909",69227,87000
"1456","095",88539,"06095252910",69227,87000
"1457","095",46364,"06095252911",69227,87000
"1458","095",108056,"06095252912",69227,87000
"1459","095",84731,"06095252913",69227,87000
"1460","095",86653,"06095252914",69227,87000
"1461","095",122743,"06095252915",69227,87000
"1462","095",57372,"06095253101",69227,87000
"1463","095",48955,"06095253105",69227,87000
"1464","095",72532,"06095253106",69227,87000
"1465","095",53193,"06095253107",69227,87000
"1466","095",70533,"06095253108",69227,87000
"1467","095",100692,"06095253201",69227,87000
"1468","095",68011,"06095253203",69227,87000
"1469","095",67101,"06095253204",69227,87000
"1470","095",68833,"06095253205",69227,87000
"1471","095",104141,"06095253206",69227,87000
"1472","095",84476,"06095253300",69227,87000
"1473","095",63731,"06095253402",69227,87000
"1474","095",88384,"06095253403",69227,87000
"1475","095",66929,"06095253404",69227,87000
"1476","095",52903,"06095253500",69227,87000
"1477","097",98603,"06097150100",66833,87000
"1478","097",78971,"06097150202",66833,87000
"1479","097",55801,"06097150203",66833,87000
"1480","097",75186,"06097150204",66833,87000
"1481","097",69745,"06097150303",66833,87000
"1482","097",83676,"06097150304",66833,87000
"1483","097",50997,"06097150305",66833,87000
"1484","097",59779,"06097150306",66833,87000
"1485","097",72049,"06097150500",66833,87000
"1486","097",83056,"06097150601",66833,87000
"1487","097",82910,"06097150602",66833,87000
"1488","097",65580,"06097150603",66833,87000
"1489","097",110147,"06097150607",66833,87000
"1490","097",56304,"06097150609",66833,87000
"1491","097",92917,"06097150610",66833,87000
"1492","097",86929,"06097150611",66833,87000
"1493","097",105035,"06097150612",66833,87000
"1494","097",60461,"06097150701",66833,87000
"1495","097",101964,"06097150702",66833,87000
"1496","097",78864,"06097150800",66833,87000
"1497","097",60000,"06097150901",66833,87000
"1498","097",82527,"06097150902",66833,87000
"1499","097",75461,"06097151000",66833,87000
"1500","097",75923,"06097151100",66833,87000
"1501","097",49554,"06097151201",66833,87000
"1502","097",71706,"06097151203",66833,87000
"1503","097",60321,"06097151204",66833,87000
"1504","097",58852,"06097151301",66833,87000
"1505","097",43867,"06097151305",66833,87000
"1506","097",54836,"06097151306",66833,87000
"1507","097",84557,"06097151307",66833,87000
"1508","097",55385,"06097151308",66833,87000
"1509","097",83772,"06097151309",66833,87000
"1510","097",63778,"06097151310",66833,87000
"1511","097",67273,"06097151311",66833,87000
"1512","097",66875,"06097151401",66833,87000
"1513","097",46102,"06097151402",66833,87000
"1514","097",64967,"06097151502",66833,87000
"1515","097",125762,"06097151503",66833,87000
"1516","097",92292,"06097151504",66833,87000
"1517","097",64643,"06097151601",66833,87000
"1518","097",66031,"06097151602",66833,87000
"1519","097",64441,"06097151700",66833,87000
"1520","097",66900,"06097151800",66833,87000
"1521","097",41500,"06097151900",66833,87000
"1522","097",41974,"06097152000",66833,87000
"1523","097",60398,"06097152100",66833,87000
"1524","097",56138,"06097152201",66833,87000
"1525","097",53098,"06097152202",66833,87000
"1526","097",50000,"06097152203",66833,87000
"1527","097",88438,"06097152300",66833,87000
"1528","097",105604,"06097152400",66833,87000
"1529","097",67994,"06097152501",66833,87000
"1530","097",51716,"06097152502",66833,87000
"1531","097",101431,"06097152600",66833,87000
"1532","097",62385,"06097152701",66833,87000
"1533","097",67891,"06097152702",66833,87000
"1534","097",87517,"06097152801",66833,87000
"1535","097",45155,"06097152802",66833,87000
"1536","097",54306,"06097152903",66833,87000
"1537","097",71589,"06097152904",66833,87000
"1538","097",63288,"06097152905",66833,87000
"1539","097",85680,"06097152906",66833,87000
"1540","097",47321,"06097153001",66833,87000
"1541","097",54985,"06097153002",66833,87000
"1542","097",54031,"06097153003",66833,87000
"1543","097",77717,"06097153005",66833,87000
"1544","097",58413,"06097153006",66833,87000
"1545","097",49886,"06097153102",66833,87000
"1546","097",53939,"06097153103",66833,87000
"1547","097",44205,"06097153104",66833,87000
"1548","097",60830,"06097153200",66833,87000
"1549","097",65067,"06097153300",66833,87000
"1550","097",68210,"06097153401",66833,87000
"1551","097",65909,"06097153403",66833,87000
"1552","097",72440,"06097153404",66833,87000
"1553","097",79597,"06097153501",66833,87000
"1554","097",85911,"06097153502",66833,87000
"1555","097",62616,"06097153600",66833,87000
"1556","097",49211,"06097153703",66833,87000
"1557","097",44639,"06097153704",66833,87000
"1558","097",49217,"06097153705",66833,87000
"1559","097",67372,"06097153706",66833,87000
"1560","097",86425,"06097153801",66833,87000
"1561","097",92625,"06097153804",66833,87000
"1562","097",81333,"06097153806",66833,87000
"1563","097",111786,"06097153807",66833,87000
"1564","097",62083,"06097153808",66833,87000
"1565","097",78792,"06097153809",66833,87000
"1566","097",73684,"06097153901",66833,87000
"1567","097",56691,"06097153902",66833,87000
"1568","097",79847,"06097153903",66833,87000
"1569","097",75552,"06097154000",66833,87000
"1570","097",71000,"06097154100",66833,87000
"1571","097",51836,"06097154201",66833,87000
"1572","097",65944,"06097154202",66833,87000
"1573","097",69063,"06097154302",66833,87000
"1574","097",74333,"06097154303",66833,87000
"1575","097",58587,"06097154304",66833,87000
